package,path,time
@kaggle/components,src/datasets/DatasetLandingPageMaterial/View/Header/Header.test.tsx
@kaggle/components,src/datasets/DataExplorerV3/Container/actions/setTabularView.test.ts
@kaggle/components,src/competitions/shared/Nav/NavItem/NavItem.test.tsx,6.601
@kaggle/components,src/datasets/Shared/SidebarPane/SidebarPane.test.tsx
@kaggle/components,src/competitions/shared/Link/Link.test.tsx
@kaggle/components,src/datasets/DataExplorerV3/Shared/ExtendedErrorView/ExtendedErrorView.test.tsx
@kaggle/components,src/datasets/DatasetLandingPageMaterial/View/Shared/TaskListItem/TaskListItem.test.tsx
@kaggle/components,src/datasets/Metadata/View/UsageInfo/Doi/PersistenceWarningModal/PersistenceWarningModal.test.tsx,6.478
@kaggle/components,src/competitions/shared/Table/TableCell/TableCell.test.tsx
@kaggle/components,src/datasets/DataExplorerV3/Preview/TablePreview/TableColumnPreview/TableColumnPreview.test.tsx
@kaggle/components,src/community/search/views/SearchResult/SearchCondensedResult.test.tsx
@kaggle/components,src/datasets/Checklist/View/Item.test.tsx
@kaggle/components,src/datasets/Tasks/List/TaskListItem/TaskListItem.test.tsx
@kaggle/components,src/datasets/DataExplorerV3/Container/actions/downloadObject.test.ts
@kaggle/components,src/community/search/views/SearchFilterList/SearchFilterList.test.tsx,5.158
@kaggle/components,src/datasets/DataExplorerV3/Container/utils/needToLoadInitialChildren.test.ts
@kaggle/components,src/competitions/context/providers/messages/messages.test.ts
@kaggle/components,src/datasets/Uploaders/utils/getContainerFileCount.test.ts
@kaggle/components,src/datasets/DataExplorerV3/Preview/MarkdownPreview/MarkdownPreview.test.tsx
@kaggle/components,src/datasets/Uploaders/RemoteFiles/RemoteUploadFilesList/RemoteUploadFilesList.test.tsx
@kaggle/components,src/community/login/views/LoginStartPage/LoginStartPage.test.tsx,10.839
@kaggle/components,src/datasets/DataExplorerV3/Preview/TablePreview/Shared/MetricsChart/BooleanMetricsChart/BooleanMetricsChart.test.tsx
@kaggle/components,src/datasets/Uploaders/utils/getBytesInContainer.test.ts
@kaggle/components,src/community/navigation/NavigationCurrentPage.test.tsx
@kaggle/components,src/datasets/Banners/DefaultBanner.test.tsx,7.313
@kaggle/components,src/community/search/models/SearchInitialData.test.ts
@kaggle/components,src/datasets/DataExplorerV3/Container/actions/collapseTree.test.ts
@kaggle/components,src/community/login/models/LoginRegistrationErrors.test.ts
@kaggle/components,src/community/markdown/Markdown.test.ts
@kaggle/components,src/datasets/DataExplorerV3/Container/actions/maximize.test.ts
@kaggle/components,src/competitions/shared/Messages/Messages.test.tsx,5.993
@kaggle/components,src/community/search/transformers/SearchTransformers.test.ts
@kaggle/components,src/datasets/DataExplorerV3/Preview/TablePreview/Shared/MetricsChart/DateTimeMetricsChart/DateTimeMetricsChart.test.tsx
@kaggle/components,src/datasets/DataExplorerV3/Container/utils/isTabularData.test.ts
@kaggle/components,src/datasets/DataExplorerV3/Container/utils/hasTableInfo.test.ts
@kaggle/components,src/datasets/DataExplorerV3/Preview/TablePreview/Shared/ColumnTypeMenu.test.tsx
@kaggle/components,src/datasets/DataExplorerV3/Container/utils/createDataSource.test.ts
@kaggle/components,src/datasets/DataExplorerV3/Preview/TablePreview/Shared/ColumnQuery/ColumnSort.test.tsx
@kaggle/components,src/community/search/views/SearchFilterDrawer/SearchFilterDrawer.test.tsx
@kaggle/components,src/community/search/models/SearchResultItemTopic.test.ts
@kaggle/components,src/datasets/utils/utils.test.ts
@kaggle/components,src/common/Format/Format.test.ts
@kaggle/components,src/community/search/views/SearchSubheaderItems/SearchSubheaderItems.test.tsx
@kaggle/components,src/community/search/models/SearchResultItemComment.test.ts
@kaggle/components,src/community/search/views/SearchFilterList/SearchFilterRadioGroup.test.tsx
@kaggle/components,src/community/search/views/SearchResult/SearchAvatar.test.tsx
@kaggle/components,src/datasets/DataExplorerV3/Container/utils/getPreviewState.test.ts
@kaggle/components,src/datasets/DataExplorerV3/Shared/ErrorView/ErrorView.test.tsx
@kaggle/components,src/community/search/models/SearchResultGroup.test.ts
@kaggle/components,src/datasets/DataExplorerV3/Container/utils/getExpandedState.test.ts
@kaggle/components,src/community/search/models/SearchResultItemOrganization.test.ts
@kaggle/components,src/datasets/DataExplorerV3/Shared/SimpleErrorView/SimpleErrorView.test.tsx
@kaggle/components,src/datasets/DatasetLandingPageMaterial/View/Footer/Footer.test.tsx
@kaggle/components,src/datasets/DataExplorerV3/NotebookEditorExplorer/NotebookEditorTree.test.tsx,5.202
@kaggle/components,src/community/search/views/SearchTag/SearchTagList.test.tsx
@kaggle/components,src/datasets/DatasetLandingPageMaterial/View/Shared/TaskCardItem/TaskCardItem.test.tsx
@kaggle/components,src/datasets/DataExplorerV3/Container/utils/hasUnloadedChildren.test.ts
@kaggle/components,src/community/search/models/SearchResultItemBlog.test.ts
@kaggle/components,src/datasets/Uploaders/RemoteFiles/RemoteFiles.test.tsx,6.066
@kaggle/components,src/competitions/context/Provider/Provider.test.tsx
@kaggle/components,src/datasets/DataExplorerV3/Preview/VideoPreview/VideoPreview.test.tsx
@kaggle/components,src/community/search/views/SearchResult/SearchFullResult.test.tsx
@kaggle/components,src/community/search/views/SearchCategorySelector/SearchCategorySelector.test.tsx
@kaggle/components,src/community/search/views/SearchCondensedListItem/SearchCondensedListItem.test.tsx
@kaggle/components,src/datasets/DataExplorerV3/Preview/TableSummaryPreview/TableSummaryPreview.test.tsx
@kaggle/components,src/datasets/DataExplorerV3/Preview/AudioPreview/AudioPreview.test.tsx
@kaggle/components,src/datasets/DatasetLandingPageMaterial/View/ResultsBody/ResultsBody.test.tsx
@kaggle/components,src/datasets/List/utils/getDatasetFileSummary.test.ts
@kaggle/components,src/community/search/views/SearchFilterList/SearchFilterTagGroup.test.tsx
@kaggle/components,src/datasets/DataExplorerV3/Preview/PdfPreview/PdfPreview.test.tsx
@kaggle/components,src/datasets/DataExplorerV3/Preview/ImagePreview/ImagePreview.test.tsx
@kaggle/components,src/competitions/context/providers/analytics/analytics.test.ts
@kaggle/components,src/datasets/DatasetLandingPageMaterial/View/Shared/DatasetCardItem/DatasetCardItem.test.tsx
@kaggle/components,src/datasets/MaintainerBadge/MaintainerBadge.test.tsx,7.279
@kaggle/components,src/datasets/Shared/LineTextCopy/LineTextCopy.test.tsx
@kaggle/components,src/datasets/Tasks/SidebarList/TaskSidebarListItem/TaskSidebarListItem.test.tsx
@kaggle/components,src/competitions/Competition/pages/Leaderboard/LeaderboardTable/LeaderboardTable.test.tsx,11.851
@kaggle/components,src/datasets/UsabilityRating/View/View.test.tsx,6.794
@kaggle/components,src/datasets/DataExplorerV3/Tree/TreeItem/TreeItemButtons.test.tsx
@kaggle/components,src/competitions/shared/Panel/PanelHeader/PanelHeader.test.tsx,712.128
@kaggle/components,src/community/login/views/LoginButton/LoginButton.test.tsx,713.963
@kaggle/components,src/datasets/DataExplorerV3/Preview/TablePreview/Shared/Footer.test.tsx,713.838
@kaggle/components,src/datasets/DataExplorerV3/Preview/TablePreview/Shared/MetricsChart/Utils/HistogramMinMaxLabel/HistogramMinMaxLabel.test.tsx,713.794
@kaggle/components,src/competitions/shared/Panel/PanelContent/PanelContent.test.tsx,712.737
@kaggle/components,src/datasets/DataExplorerV3/Tree/TreeItem/TreeItemMenu.test.tsx,715.108
@kaggle/components,src/competitions/shared/Panel/PanelNav/PanelNav.test.tsx,713.278
@kaggle/components,src/datasets/Metadata/View/UsageInfo/Doi/DoiGenerationSuccessModal/DoiGenerationSuccessModal.test.tsx,716.465
@kaggle/components,src/community/search/views/SearchFilterList/SearchFilterCount.test.tsx,714.426
@kaggle/components,src/community/search/views/SearchGroup/SearchGroupHeader.test.tsx,715.034
